0.000000000000000000e+00,2.152634918166371203e-02
1.000000000000000056e-01,2.913941829700407958e-03
2.000000000000000111e-01,7.209237339408482032e-06
3.000000000000000444e-01,3.279209529270908187e-10
4.000000000000000222e-01,2.717129958106699359e-16
5.000000000000000000e-01,5.499207272421001668e-19
6.000000000000000888e-01,2.163902715608042344e-12
7.000000000000000666e-01,1.561596799982098163e-07
8.000000000000000444e-01,2.059871585596638032e-04
9.000000000000000222e-01,5.017421718639189163e-03
1.000000000000000000e+00,2.234116632913203150e-03
1.100000000000000089e+00,6.257018443547906128e-05
1.200000000000000178e+00,3.107811621406037991e-03
1.300000000000000044e+00,2.209509676370835507e-02
1.400000000000000133e+00,3.587309409335223687e-02
1.500000000000000000e+00,8.872924475160762214e-03
1.600000000000000089e+00,8.430439592056282547e-04
1.700000000000000178e+00,6.882195710542111086e-06
1.800000000000000044e+00,2.933686532779014746e-05
1.900000000000000133e+00,2.818453562092049832e-03
2.000000000000000000e+00,2.554409833893027046e-02
2.100000000000000089e+00,2.815231563690464081e-02
2.200000000000000178e+00,8.141035557961267058e-03
2.300000000000000266e+00,1.711194825362076857e-02
2.400000000000000355e+00,5.262285390021705089e-02
2.500000000000000000e+00,2.542662241511257568e-02
2.600000000000000089e+00,8.824934288414522723e-03
2.700000000000000178e+00,2.338844109991629339e-02
2.800000000000000266e+00,2.736789742010869303e-02
2.900000000000000355e+00,2.962527041506152897e-02
3.000000000000000000e+00,3.155063378272358887e-02
3.100000000000000089e+00,2.481795325313621361e-02
3.200000000000000178e+00,2.420535740504123345e-02
3.300000000000000266e+00,1.336119405977657069e-02
3.400000000000000355e+00,1.222452768926701218e-02
3.500000000000000000e+00,1.570896499116745601e-02
3.600000000000000089e+00,3.125741505213736060e-02
3.700000000000000178e+00,4.600213532866311711e-02
3.800000000000000266e+00,4.698275287988350896e-02
3.900000000000000355e+00,3.193088560139582810e-02
4.000000000000000000e+00,4.510429268988449397e-02
4.100000000000000533e+00,5.893059344825508916e-02
4.200000000000000178e+00,6.314684098284861768e-02
4.299999999999999822e+00,7.262507927265700325e-02
4.400000000000000355e+00,4.817386605022502821e-02
4.500000000000000000e+00,4.084483210987861768e-02
4.600000000000000533e+00,4.492124423667158417e-02
4.700000000000000178e+00,7.668170627697688813e-02
4.800000000000000711e+00,9.466633966150020396e-02
4.900000000000000355e+00,9.495377155127310287e-02
5.000000000000000000e+00,8.579170835279405216e-02
5.100000000000000533e+00,7.313725780877801397e-02
5.200000000000000178e+00,7.038236518872885428e-02
5.300000000000000711e+00,7.300093792964273964e-02
5.400000000000000355e+00,6.951091807000013556e-02
5.500000000000000000e+00,7.803536643083032465e-02
5.600000000000000533e+00,7.676671200647973425e-02
5.700000000000000178e+00,9.191899084256714703e-02
5.800000000000000711e+00,7.251627031873141005e-02
5.900000000000000355e+00,8.720796421762916362e-02
6.000000000000000000e+00,9.025093320071476966e-02
6.100000000000000533e+00,1.071781390252890404e-01
6.200000000000000178e+00,1.072671953080081564e-01
6.300000000000000711e+00,1.146876601853778488e-01
6.400000000000000355e+00,9.879346319390573672e-02
6.500000000000000000e+00,8.110703034601812744e-02
6.600000000000000533e+00,8.406274909749114621e-02
6.700000000000000178e+00,9.306314907300923533e-02
6.800000000000000711e+00,1.038977913547655674e-01
6.900000000000000355e+00,1.152056872148464195e-01
7.000000000000000000e+00,1.163677778708485516e-01
7.100000000000000533e+00,1.058649577399884273e-01
7.200000000000000178e+00,1.234339940890731707e-01
7.300000000000000711e+00,9.904675217100443463e-02
7.400000000000000355e+00,8.885434853215741502e-02
7.500000000000000000e+00,9.516520833093065901e-02
7.600000000000000533e+00,1.125296135433345307e-01
7.700000000000000178e+00,9.998898001932744750e-02
7.800000000000000711e+00,9.726015189125719607e-02
7.900000000000000355e+00,1.053610003118076177e-01
8.000000000000000000e+00,1.015367907433235434e-01
8.099999999999999645e+00,9.834469222677828804e-02
8.200000000000001066e+00,1.160247574757731076e-01
8.300000000000000711e+00,1.238288811978398019e-01
8.400000000000000355e+00,1.271142921072328236e-01
8.500000000000000000e+00,1.233756842390716785e-01
8.599999999999999645e+00,1.235554792748605052e-01
8.700000000000001066e+00,1.271069539087898437e-01
8.800000000000000711e+00,1.090519386501499349e-01
8.900000000000000355e+00,1.406779593837076681e-01
9.000000000000000000e+00,1.571767610963884787e-01
9.099999999999999645e+00,1.320786922971379507e-01
9.200000000000001066e+00,1.069117732591183950e-01
9.300000000000000711e+00,1.072556512277789281e-01
9.400000000000000355e+00,1.024081694277270693e-01
9.500000000000000000e+00,1.188863370551629661e-01
9.600000000000001421e+00,1.372319077918482400e-01
9.700000000000001066e+00,1.201288149528987881e-01
9.800000000000000711e+00,1.000528295336449991e-01
9.900000000000000355e+00,9.869147379060273784e-02
1.000000000000000000e+01,1.170123713213858940e-01
1.010000000000000142e+01,1.217883207544157853e-01
1.020000000000000107e+01,1.338730522321137650e-01
1.030000000000000071e+01,1.239313432398611026e-01
1.040000000000000036e+01,1.360005672323242321e-01
1.050000000000000000e+01,1.240473800956464201e-01
1.060000000000000142e+01,1.238737187343576379e-01
1.070000000000000107e+01,1.268726531558824477e-01
1.080000000000000071e+01,1.375105404998183400e-01
1.090000000000000036e+01,1.480761796811327358e-01
1.100000000000000000e+01,1.477584903301442376e-01
1.110000000000000142e+01,1.391702447028058121e-01
1.120000000000000107e+01,1.436946843234131466e-01
1.130000000000000071e+01,1.272261832484022637e-01
1.140000000000000036e+01,1.530185799164706928e-01
1.150000000000000000e+01,1.227282605708402280e-01
1.160000000000000142e+01,1.243225273089192534e-01
1.170000000000000107e+01,9.246812738584747615e-02
1.180000000000000071e+01,8.481989781151846874e-02
1.190000000000000036e+01,7.797839464245269470e-02
1.200000000000000000e+01,6.395308259021835473e-02
1.210000000000000142e+01,6.672457008281941493e-02
1.220000000000000107e+01,5.933203664245872977e-02
1.230000000000000071e+01,5.289597887594279374e-02
1.240000000000000036e+01,6.313411504245171335e-02
1.250000000000000000e+01,7.012367711895141353e-02
1.260000000000000142e+01,4.308905121520981152e-02
1.270000000000000107e+01,4.013754319110007796e-02
1.280000000000000071e+01,5.538116145167876897e-02
1.290000000000000036e+01,4.680632926327995408e-02
1.300000000000000000e+01,5.204999534791233257e-02
1.310000000000000142e+01,2.946949600892437987e-02
1.320000000000000107e+01,2.897560743857477070e-02
1.330000000000000071e+01,2.592182728807704284e-02
1.340000000000000036e+01,1.932850613824199301e-02
1.350000000000000000e+01,1.488524780329192332e-02
1.360000000000000142e+01,3.599250884279526358e-02
1.370000000000000107e+01,3.866716112629853958e-02
1.380000000000000071e+01,3.708306351569292530e-02
1.390000000000000036e+01,4.827677214404726275e-02
1.400000000000000000e+01,3.090108097620461111e-02
1.410000000000000142e+01,2.055253001504146748e-02
1.420000000000000107e+01,1.231567684525189908e-02
1.430000000000000071e+01,8.003839989369992622e-03
1.440000000000000036e+01,1.556564899571023959e-02
1.450000000000000000e+01,9.801433591351467814e-03
1.460000000000000142e+01,9.044130725370667229e-03
1.470000000000000107e+01,2.925851808014906866e-03
1.480000000000000071e+01,1.983157662474316352e-02
1.490000000000000036e+01,2.388823581108109190e-02
1.500000000000000000e+01,5.285926664452110122e-04
1.510000000000000142e+01,2.153011595392486741e-07
1.520000000000000107e+01,1.605885784861340423e-12
1.530000000000000071e+01,2.190470018699820863e-19
1.540000000000000036e+01,5.466213456581149026e-28
1.550000000000000000e+01,2.499131192934165762e-38
1.560000000000000142e+01,2.098639497144084605e-50
1.570000000000000107e+01,3.221431259487141558e-64
1.580000000000000071e+01,9.056950345023923945e-80
1.590000000000000036e+01,4.663770774242728696e-97
1.600000000000000000e+01,4.389900369053723233e-116
1.610000000000000142e+01,7.598255470616250117e-137
1.619999999999999929e+01,2.404005054454782467e-159
1.630000000000000071e+01,1.392898183605680991e-183
1.640000000000000213e+01,1.477082461561281156e-209
1.650000000000000000e+01,2.874301898730505999e-237
1.660000000000000142e+01,1.023392508859790020e-266
1.669999999999999929e+01,6.673815207775751773e-298
1.680000000000000071e+01,0.000000000000000000e+00
1.690000000000000213e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00
1.710000000000000142e+01,0.000000000000000000e+00
1.719999999999999929e+01,0.000000000000000000e+00
1.730000000000000071e+01,0.000000000000000000e+00
1.740000000000000213e+01,0.000000000000000000e+00
1.750000000000000000e+01,0.000000000000000000e+00
1.760000000000000142e+01,0.000000000000000000e+00
1.769999999999999929e+01,0.000000000000000000e+00
1.780000000000000071e+01,0.000000000000000000e+00
1.790000000000000213e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00
1.810000000000000142e+01,0.000000000000000000e+00
