CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
UNOJUD,unojud_P1,triclinic,-,15.006,-,-,-
UNUNEY,ununey_P1_charged,cubic,-,90.67,Yes,-,-
UPIBOM,upibom_P1,tetragonal,Yes,41.792,-,-,-
UPOVOL,upovol_P1,triclinic,-,31.271,-,-,-
UPOZAB,upozab_P1,cubic,-,80.005,-,-,-
UQAXAN,uqaxan_P1,monoclinic,-,11.676,-,-,-
UQEFAZ,uqefaz_P1,monoclinic,-,14.703,-,-,-
UQEFED,uqefed_P1,monoclinic,-,16.814,-,-,-
UQENAH,uqenah_P1,monoclinic,-,42.122,-,-,-
UQENIP,uqenip_P1,monoclinic,-,47.499,-,-,-
UQENOV,uqenov_P1,monoclinic,-,10.919,-,-,-
UQERIT,uqerit_P1_charged_H,triclinic,-,24.308,Yes,Yes,-
UQIVIB,uqivib_P1_H,cubic,-,61.653,-,Yes,-
UQIWIC,uqiwic_P1,orthorhombic,-,22.949,-,-,-
UQOGAK,uqogak_P1,monoclinic,-,30.444,-,-,-
UQOLUJ,uqoluj_P1_charged,orthorhombic,-,81.336,Yes,-,-
UQOLUJ01,uqoluj01_P1_charged,orthorhombic,-,82.573,Yes,-,-
UQOYAB,uqoyab_P1_H,monoclinic,-,16.098,-,Yes,Yes
UQOYAC,uqoyac_P1,monoclinic,-,12.67,-,-,-
UQOYOP,uqoyop_P1_charged,monoclinic,-,33.011,Yes,-,-
UQUCUG,uqucug_P1,tetragonal,-,17.883,-,-,Yes
UQULAU,uqulau_P1,monoclinic,-,10.317,-,-,-
URENAI,urenai_P1_charged,orthorhombic,Yes,67.331,Yes,-,-
URENEM,urenem_P1_charged,orthorhombic,Yes,63.65,Yes,-,-
UREVOE,urevoe_P1,triclinic,-,11.561,-,-,-
URUWAH,uruwah_P1,monoclinic,-,49.669,-,-,-
URUWIP,uruwip_P1,monoclinic,-,30.294,-,-,-
URUYOX,uruyox_P1_charged,cubic,-,24.034,Yes,-,-
URUYUD,uruyud_P1_charged,cubic,-,23.977,Yes,-,-
URUZAK,uruzak_P1_charged,cubic,-,29.658,Yes,-,-
URUZEO,uruzeo_P1_charged,cubic,-,24.849,Yes,-,-
URUZIS,uruzis_P1_charged,cubic,-,23.563,Yes,-,-
USATAL,usatal_P1,triclinic,-,15.764,-,-,-
USAWIW,usawiw_P1,monoclinic,-,46.425,-,-,-
USORUR,usorur_P1_H,monoclinic,-,47.626,-,Yes,-
USOSUS,usosus_P1,cubic,-,54.463,-,-,-
USOXEH,usoxeh_P1,monoclinic,-,18.336,-,-,-
USUBUG,usubug_P1,monoclinic,-,50.895,-,-,-
USUQOQ,usuqoq_P1,triclinic,-,10.006,-,-,-
UTACID,utacid_P1_H,cubic,Yes,35.175,-,Yes,Yes
UTACOJ,utacoj_P1,hexagonal,Yes,58.75,-,-,-
UTACUP,utacup_P1_H,rhombohedral,Yes,27.271,-,Yes,-
UTATOA,utatoa_P1,monoclinic,Yes,10.939,-,-,-
UTEFOP,utefop_P1,triclinic,-,12.759,-,-,-
UTELIQ,uteliq_P1,monoclinic,-,18.952,-,-,-
UTELUC,uteluc_P1,monoclinic,-,28.154,-,-,-
UTEMAJ,utemaj_P1,monoclinic,-,36.176,-,-,-
UTEWOG,utewog_P1,cubic,-,65.485,-,-,Yes
UTEWUM,utewum_P1,cubic,-,69.09,-,-,-
UTEXAT,utexat_P1,tetragonal,-,46.404,-,-,-
UTEXIB,utexib_P1,tetragonal,-,46.931,-,-,-
UTIYIH,utiyih_P1_charged_H,orthorhombic,-,17.921,Yes,Yes,Yes
UTODIR,utodir_P1,tetragonal,Yes,18.673,-,-,-
UTULUR,utulur_P1_H,orthorhombic,-,37.349,-,Yes,-
UTUMAY,utumay_P1,orthorhombic,-,27.213,-,-,-
UVAHIK,uvahik_P1_H,cubic,-,76.76,-,Yes,-
UVANOW,uvanow_P1,monoclinic,-,50.395,-,-,-
UVARIT,uvarit_P1,monoclinic,-,19.614,-,-,-
UVAROZ,uvaroz_P1,monoclinic,-,20.305,-,-,-
UVARUF,uvaruf_P1,monoclinic,-,17.987,-,-,-
UVASAM,uvasam_P1,monoclinic,-,19.992,-,-,-
UVASAM01,uvasam01_P1,monoclinic,-,19.466,-,-,-
UVASAM02,uvasam02_P1,monoclinic,-,19.466,-,-,-
UVASAM03,uvasam03_P1,monoclinic,-,14.122,-,-,-
UVEVEX,uvevex_P1,monoclinic,-,50.734,-,-,-
UVEVUN,uvevun_P1,cubic,-,66.409,-,-,Yes
UVINAP,uvinap_P1,tetragonal,-,15.374,-,-,-
UVOBUE,uvobue_P1,triclinic,-,13.537,-,-,-
UVOTOQ,uvotoq_P1,tetragonal,-,41.441,-,-,-
UVUDUM,uvudum_P1,rhombohedral,-,23.426,-,-,-
UVUFUN,uvufun_P1_charged,cubic,-,47.606,Yes,-,Yes
UVUPOR,uvupor_P1,triclinic,-,43.558,-,-,-
UVUPUX,uvupux_P1,monoclinic,-,31.273,-,-,-
UVUQAE,uvuqae_P1,monoclinic,-,28.115,-,-,-
UVUQEJ,uvuqej_P1,monoclinic,-,17.816,-,-,-
UVUQIN,uvuqin_P1,monoclinic,-,19.56,-,-,-
UVUWAL,uvuwal_P1,orthorhombic,-,42.11,-,-,-
UVUWEP,uvuwep_P1,triclinic,-,13.051,-,-,-
UWAFUU,uwafuu_P1,cubic,-,71.619,-,-,-
UWAGAB01,uwagab01_P1,cubic,-,70.295,-,-,-
UWAGAB03,uwagab03_P1,cubic,-,71.15,-,-,-
UWAGAB04,uwagab04_P1,cubic,-,70.181,-,-,-
UWALEL,uwalel_P1_charged,trigonal,Yes,26.96,Yes,-,-
UWELIS,uwelis_P1,monoclinic,-,54.818,-,-,-
UWUKII,uwukii_P1,orthorhombic,-,42.747,-,-,-
UWUQEJ,uwuqej_P1,orthorhombic,-,56.22,-,-,-
UWUTIQ,uwutiq_P1,monoclinic,-,49.632,-,-,-
UXABOL,uxabol_P1,monoclinic,-,11.871,-,-,-
UXABUR,uxabur_P1,monoclinic,-,12.284,-,-,-
UXAXEY,uxaxey_P1,triclinic,-,26.612,-,-,-
UXEHIP,uxehip_P1,orthorhombic,Yes,42.178,-,-,-
UXIGOZ,uxigoz_P1,monoclinic,-,12.172,-,-,-
UXIQOJ,uxiqoj_P1,tetragonal,Yes,46.707,-,-,-
UXISUR,uxisur_P1,cubic,-,64.777,-,-,Yes
UXOZEO02,uxozeo02_P1,tetragonal,-,19.154,-,-,-
UXOZIS02,uxozis02_P1,tetragonal,-,19.642,-,-,-
UXUPEJ,uxupej_P1,tetragonal,-,34.075,-,-,-
UXUPIN,uxupin_P1,tetragonal,-,34.668,-,-,-
UXUYUI,uxuyui_P1,tetragonal,-,24.289,-,-,-
UXUZAP,uxuzap_P1,orthorhombic,-,32.721,-,-,-
UYAPOA,uyapoa_P1,rhombohedral,-,54.823,-,-,-
UYAQAN,uyaqan_P1,rhombohedral,-,21.46,-,-,-
UYAQER,uyaqer_P1,rhombohedral,-,22.532,-,-,-
UYASOE,uyasoe_P1,orthorhombic,-,11.227,-,-,-
UYOFIY,uyofiy_P1,orthorhombic,-,28.151,-,-,-
UYOHUM,uyohum_P1,triclinic,-,10.658,-,-,-
UYOXUC,uyoxuc_P1_charged,rhombohedral,-,62.304,Yes,-,-
UYUGAY,uyugay_P1_H,orthorhombic,-,23.487,-,Yes,-
UYUGEC,uyugec_P1_H,tetragonal,-,68.735,-,Yes,Yes
UZAFOR,uzafor_P1,monoclinic,-,15.372,-,-,-
UZAMUE,uzamue_P1,monoclinic,-,18.83,-,-,-
UZANAL,uzanal_P1,monoclinic,-,18.395,-,-,-
UZANEP,uzanep_P1,monoclinic,-,18.824,-,-,-
UZAROE,uzaroe_P1,cubic,-,60.164,-,-,-
UZATAR,uzatar_P1,triclinic,-,11.547,-,-,-
UZEWOM,uzewom_P1,cubic,-,51.883,-,-,-
UZEWUS,uzewus_P1,cubic,-,51.702,-,-,-
UZIGOB,uzigob_P1,monoclinic,-,15.885,-,-,-
UZIJUJ,uzijuj_P1,monoclinic,-,37.841,-,-,-
UZOBER,uzober_P1_charged,orthorhombic,-,37.672,Yes,-,-
UZUNAF,uzunaf_P1,monoclinic,-,31.318,-,-,-
UZUNAF01,uzunaf01_P1,monoclinic,-,31.189,-,-,-
UZUNEJ,uzunej_P1,monoclinic,-,31.307,-,-,-
UZUSEO,uzuseo_P1_charged_H,triclinic,-,20.513,Yes,Yes,-
VABNAR,vabnar_P1,rhombohedral,-,47.234,-,-,-
VABQAQ,vabqaq_P1_H,triclinic,-,17.712,-,Yes,-
VABREY,vabrey_P1_charged,tetragonal,-,17.82,Yes,-,-
VACFOV,vacfov_P1_H,hexagonal,Yes,60.281,-,Yes,-
VACFOV01,vacfov01_P1_H,hexagonal,Yes,58.204,-,Yes,-
VACFUB,vacfub_P1_H,trigonal,Yes,32.598,-,Yes,-
VACFUB01,vacfub01_P1,hexagonal,Yes,36.358,-,-,-
VACKUI,vackui_P1_charged,monoclinic,-,60.739,Yes,-,-
VACLAP,vaclap_P1_charged,monoclinic,-,62.358,Yes,-,-
VADWON,vadwon_P1_charged_H,monoclinic,-,11.086,Yes,Yes,-
VAGBUD,vagbud_P1,triclinic,-,39.357,-,-,-
VAGMAT,vagmat_P1,orthorhombic,-,81.596,-,-,Yes
VAGMEX,vagmex_P1,orthorhombic,-,82.489,-,-,Yes
VAGMIB,vagmib_P1,orthorhombic,-,77.247,-,-,-
VAGMIB01,vagmib01_P1,orthorhombic,-,77.075,-,-,-
VAGMOH,vagmoh_P1,orthorhombic,-,75.071,-,-,-
VAHJEW,vahjew_P1,triclinic,-,39.323,-,-,-
VAHJIA,vahjia_P1,triclinic,-,33.249,-,-,-
VAHTUW,vahtuw_P1,orthorhombic,-,32.056,-,-,Yes
VAHVOR,vahvor_P1,monoclinic,-,46.772,-,-,-
VAJHIA,vajhia_P1,monoclinic,-,14.742,-,-,-
VAJTUX,vajtux_P1,monoclinic,-,22.449,-,-,-
VAKBIU,vakbiu_P1,tetragonal,-,38.4,-,-,-
VAKDIX,vakdix_P1,monoclinic,-,14.679,-,-,-
VAKDOD,vakdod_P1,monoclinic,-,14.628,-,-,-
VAKHIB,vakhib_P1,monoclinic,-,16.716,-,-,-
VAKREG,vakreg_P1_charged,monoclinic,-,38.635,Yes,-,-
VALVIQ,valviq_P1_H,monoclinic,-,30.411,-,Yes,Yes
VAMQAE,vamqae_P1,rhombohedral,-,41.318,-,-,-
VAMQEI,vamqei_P1,rhombohedral,-,58.94,-,-,-
VAMQIM,vamqim_P1,rhombohedral,-,59.103,-,-,-
VAMQOS,vamqos_P1,rhombohedral,-,59.095,-,-,-
VAMQUY,vamquy_P1,rhombohedral,-,58.974,-,-,-
VAMRAF,vamraf_P1,rhombohedral,-,58.648,-,-,-
VAMXAK,vamxak_P1,monoclinic,-,32.03,-,-,-
VANHEA,vanhea_P1,monoclinic,-,42.709,-,-,-
VANNIK,vannik_P1_charged,cubic,-,81.734,Yes,-,-
VAPBAR,vapbar_P1_charged,trigonal,-,29.171,Yes,-,-
VAPBEV,vapbev_P1_charged_H,monoclinic,Yes,18.345,Yes,Yes,-
VAPBIZ,vapbiz_P1_charged_H,monoclinic,Yes,18.604,Yes,Yes,-
VAPFOJ,vapfoj_P1_H,monoclinic,-,14.635,-,Yes,Yes
VAPFUP,vapfup_P1_H,triclinic,-,15.333,-,Yes,Yes
VAPROW,vaprow_P1,tetragonal,Yes,35.667,-,-,-
VAQLAC,vaqlac_P1,orthorhombic,-,11.149,-,-,-
VAQLEG,vaqleg_P1_H,tetragonal,-,22.646,-,Yes,-
VAQLIK,vaqlik_P1_H,tetragonal,-,20.039,-,Yes,-
VAQSEO,vaqseo_P1,monoclinic,-,14.743,-,-,-
VAQTUF,vaqtuf_P1_H,tetragonal,-,51.541,-,Yes,-
VARJEF,varjef_P1,tetragonal,-,52.248,-,-,-
VARREL,varrel_P1,hexagonal,-,19.051,-,-,-
VARRIP,varrip_P1,hexagonal,-,20.172,-,-,-
VARWES,varwes_P1_charged_H,orthorhombic,Yes,13.61,Yes,Yes,-
VARWIW,varwiw_P1_charged_H,orthorhombic,Yes,13.865,Yes,Yes,-
VARWOC,varwoc_P1_charged_H,orthorhombic,Yes,13.383,Yes,Yes,-
VARWUI,varwui_P1_charged_H,orthorhombic,Yes,13.481,Yes,Yes,-
VASFAZ,vasfaz_P1_H,triclinic,-,32.381,-,Yes,Yes
VASFED,vasfed_P1_H,triclinic,-,32.566,-,Yes,Yes
VASFIH,vasfih_P1_H,triclinic,-,36.79,-,Yes,Yes
VASFON,vasfon_P1_H,triclinic,-,32.761,-,Yes,Yes
VASFUT,vasfut_P1_H,triclinic,-,32.938,-,Yes,Yes
VASGII,vasgii_P1,monoclinic,-,45.959,-,-,-
VASGUU,vasguu_P1,monoclinic,-,48.471,-,-,-
VASKOR,vaskor_P1_H,orthorhombic,-,34.6,-,Yes,-
VASNIN,vasnin_P1,triclinic,-,10.728,-,-,-
VATNIQ,vatniq_P1_charged_H,cubic,-,53.408,Yes,Yes,-
VATVIY,vatviy_P1,monoclinic,Yes,20.503,-,-,-
VATVOE,vatvoe_P1,monoclinic,Yes,20.05,-,-,-
VATVUK,vatvuk_P1,orthorhombic,-,21.724,-,-,-
VATYEV,vatyev_P1_charged_H,triclinic,-,29.866,Yes,Yes,Yes
VAXJAI,vaxjai_P1,monoclinic,-,73.511,-,-,-
VAXJOW,vaxjow_P1,orthorhombic,-,77.062,-,-,-
VAXTEV,vaxtev_P1_H,monoclinic,-,10.4,-,Yes,-
VAZHOW,vazhow_P1,monoclinic,-,36.962,-,-,-
VAZJAK,vazjak_P1_H,monoclinic,-,27.696,-,Yes,-
VAZJEO,vazjeo_P1,tetragonal,-,37.661,-,-,-
VAZROF,vazrof_P1,orthorhombic,-,25.768,-,-,-
VAZSUN,vazsun_P1_H,cubic,-,71.044,-,Yes,-
VAZTOG,vaztog_P1,cubic,-,78.762,-,-,-
VAZTUM,vaztum_P1,cubic,-,78.762,-,-,-
VECGOC,vecgoc_P1,monoclinic,-,29.258,-,-,-
VEDDIT,veddit_P1_charged,monoclinic,-,32.584,Yes,-,-
VEDFAN,vedfan_P1,orthorhombic,Yes,44.479,-,-,-
VEDFER,vedfer_P1,orthorhombic,Yes,43.026,-,-,-
VEDFOB,vedfob_P1,orthorhombic,Yes,43.676,-,-,-
VEDGAO,vedgao_P1,orthorhombic,Yes,41.726,-,-,-
VEDGES,vedges_P1,orthorhombic,Yes,45.169,-,-,-
VEDGIW,vedgiw_P1,orthorhombic,Yes,45.219,-,-,-
VEFJOG,vefjog_P1_charged_H,triclinic,-,15.823,Yes,Yes,-
VEFMIE,vefmie_P1,monoclinic,-,30.16,-,-,-
VEGBUG,vegbug_P1_H,cubic,-,78.328,-,Yes,Yes
VEGCAN,vegcan_P1_H,cubic,-,78.326,-,Yes,Yes
VEGGUM,veggum_P1,orthorhombic,-,16.121,-,-,-
VEGHAT,veghat_P1,monoclinic,-,11.308,-,-,-
VEGWOU,vegwou_P1,orthorhombic,-,10.158,-,-,-
VEGYOY,vegyoy_P1,monoclinic,Yes,11.513,-,-,-
VEGYUD,vegyud_P1,monoclinic,-,16.789,-,-,-
VEHKAX,vehkax_P1,triclinic,-,15.081,-,-,-
VEHKEA,vehkea_P1_charged,rhombohedral,-,64.064,Yes,-,-
VEHKOK,vehkok_P1_charged_H,orthorhombic,-,46.801,Yes,Yes,Yes
VEHPEF,vehpef_P1,rhombohedral,Yes,29.527,-,-,-
VEHPUU,vehpuu_P1,monoclinic,-,31.406,-,-,-
VEHRIL,vehril_P1,triclinic,-,41.647,-,-,-
VEHYUE,vehyue_P1_H,tetragonal,-,10.52,-,Yes,Yes
VEJHEZ,vejhez_P1,cubic,-,73.739,-,-,Yes
VEJYEP,vejyep_P1,monoclinic,-,31.331,-,-,-
VEJYEP01,vejyep01_P1,monoclinic,-,31.525,-,-,-
VEJYIT,vejyit_P1,orthorhombic,-,54.771,-,-,-
VEJYIT01,vejyit01_P1,orthorhombic,-,55.172,-,-,-
VEJYUF01,vejyuf01_P1,orthorhombic,-,28.489,-,-,-
VEJYUF02,vejyuf02_P1,orthorhombic,-,27.128,-,-,-
VEJYUF07,vejyuf07_P1,monoclinic,-,18.07,-,-,-
VEJYUF10,vejyuf10_P1,orthorhombic,-,25.658,-,-,-
VEJYUV03,vejyuv03_P1,monoclinic,-,15.807,-,-,-
VEJYUV04,vejyuv04_P1,monoclinic,-,16.52,-,-,-
VEJYUV05,vejyuv05_P1,monoclinic,-,15.707,-,-,-
VEJYUV06,vejyuv06_P1,monoclinic,-,19.213,-,-,-
VEJZAM,vejzam_P1,cubic,-,15.998,-,-,-
VEJZEQ,vejzeq_P1,rhombohedral,-,24.844,-,-,-
VELBAQ,velbaq_P1,triclinic,Yes,57.493,-,-,-
VELGIF,velgif_P1,triclinic,-,31.593,-,-,-
VELVIS,velvis_P1,rhombohedral,-,24.691,-,-,-
VEMDAT,vemdat_P1_charged_H,monoclinic,-,27.034,Yes,Yes,-
VEMHOL,vemhol_P1_charged,hexagonal,-,11.418,Yes,-,-
VEMTAJ01,vemtaj01_P1_charged,orthorhombic,-,41.076,Yes,-,-
VENGAZ,vengaz_P1_charged_H,tetragonal,Yes,79.889,Yes,Yes,Yes
VEPBOK,vepbok_P1,orthorhombic,-,32.389,-,-,-
VERGAD,vergad_P1_H,triclinic,-,13.421,-,Yes,Yes
VERGEH,vergeh_P1,monoclinic,-,46.213,-,-,-
VERMAJ,vermaj_P1,monoclinic,-,49.176,-,-,-
VESKEM,veskem_P1,monoclinic,-,16.188,-,-,-
VESKIQ,veskiq_P1,triclinic,-,21.431,-,-,-
VETJAI,vetjai_P1,triclinic,-,25.696,-,-,-
VETMIS,vetmis_P1,hexagonal,Yes,83.442,-,-,-
VETTOE,vettoe_P1,triclinic,-,53.81,-,-,-
VETTUK,vettuk_P1,monoclinic,-,25.623,-,-,-
VETVAS,vetvas_P1,triclinic,-,25.27,-,-,-
VEVHIQ,vevhiq_P1,monoclinic,-,18.927,-,-,-
VEVHOW,vevhow_P1,monoclinic,-,17.356,-,-,-
VEVHUC,vevhuc_P1,monoclinic,-,19.827,-,-,-
VEVJUD,vevjud_P1,cubic,-,70.224,-,-,-
VEWDAF,vewdaf_P1,orthorhombic,-,56.047,-,-,Yes
VEWLAM,vewlam_P1,monoclinic,Yes,60.305,-,-,-
VEWREX,vewrex_P1_charged,monoclinic,-,45.024,Yes,-,-
VEWTAV,vewtav_P1_charged_H,monoclinic,Yes,36.539,Yes,Yes,-
VEWTEZ,vewtez_P1_charged_H,monoclinic,Yes,38.149,Yes,Yes,-
VEWVOK,vewvok_P1,monoclinic,-,12.701,-,-,-
VEWXAY,vewxay_P1,orthorhombic,-,46.588,-,-,-
VEXPAS,vexpas_P1,triclinic,-,39.358,-,-,-
VEYVEC,veyvec_P1_charged,orthorhombic,-,11.791,Yes,-,-
VEZLIY,vezliy_P1_H,monoclinic,-,23.451,-,Yes,-
VIBCER,vibcer_P1,monoclinic,-,23.1,-,-,-
VIBFAQ,vibfaq_P1_H,tetragonal,-,54.107,-,Yes,-
VIBXUC,vibxuc_P1,monoclinic,-,15.628,-,-,-
VIBYIQ,vibyiq_P1,rhombohedral,-,10.276,-,-,-
VICBEQ,vicbeq_P1,rhombohedral,-,25.866,-,-,-
VICLAW,viclaw_P1,monoclinic,Yes,23.406,-,-,-
VICYUD,vicyud_P1,monoclinic,-,38.693,-,-,-
VIDCOD,vidcod_P1,monoclinic,-,42.086,-,-,-
VIDNOO,vidnoo_P1,monoclinic,-,18.562,-,-,-
VIDPIJ,vidpij_P1_H,tetragonal,-,23.71,-,Yes,Yes
VIDXOX,vidxox_P1_H,triclinic,-,29.569,-,Yes,Yes
VIFBOD,vifbod_P1_H,triclinic,-,29.357,-,Yes,Yes
VIFBUJ,vifbuj_P1_H,monoclinic,-,14.044,-,Yes,Yes
VIFPUY,vifpuy_P1_H,orthorhombic,-,61.76,-,Yes,-
VIFPUY01,vifpuy01_P1_H,orthorhombic,-,61.655,-,Yes,-
VIFPUY02,vifpuy02_P1_H,orthorhombic,-,61.599,-,Yes,-
VIFPUY03,vifpuy03_P1_H,orthorhombic,-,61.663,-,Yes,-
VIFPUY04,vifpuy04_P1_H,orthorhombic,-,61.635,-,Yes,-
VIFPUY05,vifpuy05_P1_H,orthorhombic,-,61.631,-,Yes,-
VIFSIO,vifsio_P1,monoclinic,-,12.849,-,-,-
VIGBOF,vigbof_P1,tetragonal,-,14.497,-,-,-
VIGDIY,vigdiy_P1_H,trigonal,Yes,22.161,-,Yes,Yes
VIKTUH,viktuh_P1_H,monoclinic,-,21.545,-,Yes,-
VIKVET,vikvet_P1_H,monoclinic,-,22.358,-,Yes,-
VIKVIX,vikvix_P1_H,monoclinic,-,23.02,-,Yes,-
VILHAC,vilhac_P1,orthorhombic,-,43.515,-,-,-
VILTAO,viltao_P1,cubic,-,15.448,-,-,-
VILTIW,viltiw_P1,cubic,-,16.273,-,-,-
VIMRAM,vimram_P1,tetragonal,-,49.227,-,-,-
VINHEH,vinheh_P1_charged_H,monoclinic,Yes,26.888,Yes,Yes,-
VINHIL,vinhil_P1_H,monoclinic,-,27.147,-,Yes,-
VINKEL,vinkel_P1,orthorhombic,-,12.004,-,-,-
VINMUD,vinmud_P1_charged,monoclinic,-,53.189,Yes,-,-
VIPCUV,vipcuv_P1,tetragonal,-,16.917,-,-,-
VIPXUO,vipxuo_P1,monoclinic,-,18.728,-,-,-
VIQQUJ,viqquj_P1,orthorhombic,-,12.163,-,-,-
VIQWIE,viqwie_P1,triclinic,-,39.707,-,-,-
VIRJEM,virjem_P1_charged,trigonal,-,22.485,Yes,-,-
VIRJIQ,virjiq_P1_charged,trigonal,-,19.746,Yes,-,-
VIRPOC,virpoc_P1_H,cubic,-,22.655,-,Yes,-
VIRVEY,virvey_P1,orthorhombic,-,33.843,-,-,-
VIRXIF,virxif_P1,trigonal,Yes,27.332,-,-,-
VIRYOL,viryol_P1,triclinic,-,11.884,-,-,-
VISTUM,vistum_P1,orthorhombic,-,21.58,-,-,-
VISYUU,visyuu_P1,tetragonal,-,77.053,-,-,Yes
VISZEF,viszef_P1,tetragonal,-,76.16,-,-,Yes
VITHIR,vithir_P1,rhombohedral,-,40.277,-,-,-
VITKUG,vitkug_P1_charged,monoclinic,-,18.685,Yes,-,-
VITYOO,vityoo_P1_charged,monoclinic,-,47.244,Yes,-,Yes
VITYUU,vityuu_P1_charged,triclinic,-,35.022,Yes,-,Yes
VITZAB,vitzab_P1_charged,triclinic,-,38.76,Yes,-,Yes
VITZEF,vitzef_P1_charged,triclinic,-,38.556,Yes,-,Yes
VITZIJ,vitzij_P1_charged,triclinic,-,37.741,Yes,-,Yes
VITZOP,vitzop_P1_charged,monoclinic,-,11.639,Yes,-,-
VIVLAP,vivlap_P1,triclinic,-,28.691,-,-,-
VIVSEA,vivsea_P1,monoclinic,-,39.589,-,-,-
VIVSIE,vivsie_P1,monoclinic,-,11.387,-,-,-
VIVXOP,vivxop_P1,monoclinic,-,38.4,-,-,-
VIWHAN,viwhan_P1,monoclinic,-,17.521,-,-,-
VIWHUG,viwhug_P1,monoclinic,-,11.481,-,-,-
VIWJAO,viwjao_P1,triclinic,-,11.114,-,-,-
VIWKIX,viwkix_P1_charged_H,monoclinic,-,25.598,Yes,Yes,Yes
VIWKOD,viwkod_P1_charged_H,monoclinic,-,25.569,Yes,Yes,Yes
VIWLAQ,viwlaq_P1_charged_H,monoclinic,-,24.183,Yes,Yes,Yes
VIWLEU,viwleu_P1_charged_H,monoclinic,-,24.338,Yes,Yes,Yes
VIWLIY,viwliy_P1_charged_H,monoclinic,-,16.486,Yes,Yes,Yes
VIWLOE,viwloe_P1_charged_H,monoclinic,-,16.062,Yes,Yes,Yes
VIWMAR,viwmar_P1_charged_H,monoclinic,-,16.538,Yes,Yes,Yes
VIWMEV,viwmev_P1_charged_H,monoclinic,-,16.473,Yes,Yes,Yes
VIWMIZ,viwmiz_P1_charged,cubic,Yes,49.022,Yes,-,-
VIWMOF,viwmof_P1_charged,cubic,Yes,51.026,Yes,-,-
VIWREB,viwreb_P1,monoclinic,-,16.114,-,-,-
VIXPUP01,vixpup01_P1,monoclinic,-,68.977,-,-,-
VIXPUP02,vixpup02_P1,monoclinic,-,70.045,-,-,Yes
VIXTOO,vixtoo_P1,monoclinic,-,10.511,-,-,-
VIXTUT,vixtut_P1,monoclinic,-,15.648,-,-,-
VIXTUU,vixtuu_P1,monoclinic,-,10.723,-,-,-
VIXVAC,vixvac_P1,monoclinic,-,10.125,-,-,-
VIXVUV,vixvuv_P1,orthorhombic,-,17.398,-,-,-
VIXZUZ,vixzuz_P1,triclinic,-,15.504,-,-,-
VIYBEN,viyben_P1,monoclinic,-,55.076,-,-,-
VIYJUL,viyjul_P1,rhombohedral,-,63.064,-,-,-
VIYMAT,viymat_P1,triclinic,-,10.799,-,-,-
VIYRUT,viyrut_P1,orthorhombic,-,69.8,-,-,-
VIYSAA,viysaa_P1_H,rhombohedral,-,75.449,-,Yes,-
VIYXOT,viyxot_P1_charged,triclinic,-,18.743,Yes,-,-
VIYZIO,viyzio_P1,triclinic,-,17.738,-,-,-
VIYZIO01,viyzio01_P1,triclinic,-,16.228,-,-,-
VIZFOC,vizfoc_P1_H,monoclinic,-,75.25,-,Yes,Yes
VIZQEC,vizqec_P1,monoclinic,-,16.743,-,-,-
VIZQIG,vizqig_P1_H,tetragonal,-,19.735,-,Yes,-
VIZQOM,vizqom_P1_H,tetragonal,-,19.574,-,Yes,-
VIZRED,vizred_P1_H,tetragonal,-,16.9,-,Yes,-
VIZRIH,vizrih_P1,orthorhombic,-,15.033,-,-,-
VIZSOO,vizsoo_P1,orthorhombic,Yes,65.418,-,-,-
VIZSUU,vizsuu_P1,rhombohedral,-,67.032,-,-,-
VOBGAW,vobgaw_P1,hexagonal,-,18.808,-,-,-
VOBGEA,vobgea_P1,hexagonal,-,18.276,-,-,-
VOBKAA,vobkaa_P1_charged,monoclinic,-,17.851,Yes,-,-
VOBQEK,vobqek_P1,triclinic,-,10.779,-,-,-
VOBQIO,vobqio_P1,monoclinic,-,55.472,-,-,-
VOBTAJ,vobtaj_P1,hexagonal,Yes,17.406,-,-,-
VOBTAJ02,vobtaj02_P1,hexagonal,Yes,17.408,-,-,-
VOCKUT,vockut_P1,triclinic,-,19.451,-,-,-
VOCNOQ,vocnoq_P1,tetragonal,-,15.233,-,-,-
VOCPEK,vocpek_P1,hexagonal,-,18.207,-,-,-
VOCXUH,vocxuh_P1,hexagonal,-,60.834,-,-,-
VODPOU,vodpou_P1_charged_H,orthorhombic,-,14.477,Yes,Yes,-
VODQIP,vodqip_P1,triclinic,-,22.499,-,-,-
VODSEM,vodsem_P1_H,orthorhombic,-,12.751,-,Yes,-
VOFHAC,vofhac_P1,monoclinic,-,25.955,-,-,-
VOFWUL,vofwul_P1,tetragonal,-,19.648,-,-,-
VOFXAS,vofxas_P1,tetragonal,-,18.958,-,-,-
VOFXEW,vofxew_P1,monoclinic,-,13.773,-,-,-
VOFXEW01,vofxew01_P1,monoclinic,-,12.796,-,-,-
VOGNEN,vognen_P1,orthorhombic,-,15.376,-,-,-
VOGNIR,vognir_P1,orthorhombic,-,14.403,-,-,-
VOGNIR01,vognir01_P1,orthorhombic,-,13.124,-,-,-
VOGTIV,vogtiv_P1_H,rhombohedral,-,50.605,-,Yes,Yes
VOJCUV,vojcuv_P1_charged_H,tetragonal,-,56.037,Yes,Yes,-
VOJGOS,vojgos_P1,monoclinic,-,53.377,-,-,-
VOJLOY,vojloy_P1,rhombohedral,-,27.672,-,-,-
