CSD refcode,CIF filename
KEPNAX03,kepnax03_P1_charged
KEPNAX04,kepnax04_P1_charged
KEPNAX05,kepnax05_P1_charged
KEPNAX06,kepnax06_P1_charged
KEPNAX07,kepnax07_P1_charged
KEPNAX08,kepnax08_P1_charged
KEPPIF,keppif_P1_charged_H
KEYMUY,keymuy_P1_charged_H
KIBXUP,kibxup_P1_charged
KIBYAW,kibyaw_P1_charged
KIBYEA,kibyea_P1_charged
KIJPEB,kijpeb_P1_charged
KIKTIK,kiktik_P1_charged
KILPAZ,kilpaz_P1_charged
KINNAY,kinnay_P1_charged
KINNEC,kinnec_P1_charged
KINNUS,kinnus_P1_charged
KINRIK,kinrik_P1_charged_H
KINROQ,kinroq_P1_charged_H
KIZCII,kizcii_P1_charged_H
KIZCOO,kizcoo_P1_charged
KOBMAS,kobmas_P1_charged
KOBXIL,kobxil_P1_charged_H
KOGJOG,kogjog_P1_charged
KOJYUG,kojyug_P1_charged
KOJZAN,kojzan_P1_charged
KOLYUH,kolyuh_P1_charged
KOMCOG,komcog_P1_charged
KOMDAT,komdat_P1_charged
KOPLIN,koplin_P1_charged
KOVHAH,kovhah_P1_charged
KOXSIC,koxsic_P1_charged
KOZDEK,kozdek_P1_charged
KUBQAA,kubqaa_P1_charged
KUCFUM,kucfum_P1_charged
KUGZIW,kugziw_P1_charged
KUKPOX,kukpox_P1_charged_H
KUNMUD,kunmud_P1_charged
KUNSAP,kunsap_P1_charged
KUNSET,kunset_P1_charged
KUPJIR,kupjir_P1_charged
KUSTEA,kustea_P1_charged
KUTDAG,kutdag_P1_charged_H
KUTRUO,kutruo_P1_charged_H
KUVMEV,kuvmev_P1_charged
KUVMIZ,kuvmiz_P1_charged
KUVYAD,kuvyad_P1_charged
KUWNEY,kuwney_P1_charged
KUYJAS,kuyjas_P1_charged
KUYLOH,kuyloh_P1_charged
LABPOV,labpov_P1_charged
LABPUB,labpub_P1_charged
LABQAI,labqai_P1_charged
LABRUE,labrue_P1_charged_H
LACQIS,lacqis_P1_charged
LACYIA,lacyia_P1_charged
LAFFEG,laffeg_P1_charged
LAFFEG02,laffeg02_P1_charged
LAFJUY,lafjuy_P1_charged
LAGCAZ,lagcaz_P1_charged
LAGCED,lagced_P1_charged
LAGCIH,lagcih_P1_charged
LAGCON,lagcon_P1_charged
LAGCUT,lagcut_P1_charged
LAGDEE,lagdee_P1_charged
LAGTIY,lagtiy_P1_charged
LAJKUE,lajkue_P1_charged_H
LAJLAL,lajlal_P1_charged_H
LAJLEP,lajlep_P1_charged_H
LAJLIT,lajlit_P1_charged_H
LALFEL,lalfel_P1_charged_H
LAPLOG01,laplog01_P1_charged
LARPOL,larpol_P1_charged_H
LASRIJ,lasrij_P1_charged
LATYOV,latyov_P1_charged
LAVYEP,lavyep_P1_charged
LAVYIT,lavyit_P1_charged
LAVZUG,lavzug_P1_charged
LECFUW,lecfuw_P1_charged
LEHFOW,lehfow_P1_charged
LEMYUA,lemyua_P1_charged
LEPKEZ,lepkez_P1_charged
LEPKID,lepkid_P1_charged_H
LEPKOJ,lepkoj_P1_charged
LEPTIM,leptim_P1_charged
LEPTIM01,leptim01_P1_charged
LEPTUY,leptuy_P1_charged
LEQQAA,leqqaa_P1_charged
LETDEU,letdeu_P1_charged
LETFEW,letfew_P1_charged
LEYFUS,leyfus_P1_charged_H
LEZWUK,lezwuk_P1_charged_H
LEZXAR,lezxar_P1_charged_H
LICKAL,lickal_P1_charged
LIFSEA,lifsea_P1_charged
LIKVIN,likvin_P1_charged
LIKXEL,likxel_P1_charged
LIKYAI,likyai_P1_charged_H
LIPQIL,lipqil_P1_charged_H
LIQFEY,liqfey_P1_charged
LIRVAK,lirvak_P1_charged_H
LOFGOE,lofgoe_P1_charged
LOGLAX,loglax_P1_charged
LOLVEQ05,lolveq05_P1_charged
LOLVEQ06,lolveq06_P1_charged
LOLVEQ07,lolveq07_P1_charged
LOMGIG06,lomgig06_P1_charged
LOMGIG07,lomgig07_P1_charged
LOMHON04,lomhon04_P1_charged
LOMHON05,lomhon05_P1_charged
LONJOP,lonjop_P1_charged
LOVVAV,lovvav_P1_charged
LOVVEZ,lovvez_P1_charged
LOVZAA,lovzaa_P1_charged
LOWCEH,lowceh_P1_charged
LOWKUF,lowkuf_P1_charged_H
LUBKAW,lubkaw_P1_charged
LUJPUC,lujpuc_P1_charged
LUJRUG,lujrug_P1_charged
LULLOV,lullov_P1_charged
LUMYEZ,lumyez_P1_charged_H
LUMYID,lumyid_P1_charged_H
LUPVOJ,lupvoj_P1_charged_H
LURDIO,lurdio_P1_charged
LURDOU,lurdou_P1_charged
LUVWUU,luvwuu_P1_charged
LUWKEV,luwkev_P1_charged
LUWKIZ,luwkiz_P1_charged
LUXDEO,luxdeo_P1_charged
LUXDUE,luxdue_P1_charged_H
LUXFEQ,luxfeq_P1_charged_H
MABFON,mabfon_P1_charged
MABFUT,mabfut_P1_charged
MABGEE,mabgee_P1_charged
MACKAE,mackae_P1_charged_H
MACUFR02,macufr02_P1_charged
MAFZUQ,mafzuq_P1_charged
MAGBON,magbon_P1_charged
MAKGAJ,makgaj_P1_charged
MALYIJ,malyij_P1_charged
MALYOP,malyop_P1_charged_H
MAPCUE,mapcue_P1_charged
MAPLEX,maplex_P1_charged
MARDAM,mardam_P1_charged_H
MATWUC,matwuc_P1_charged
MATXAJ,matxaj_P1_charged
MAVFEV,mavfev_P1_charged
MAVFEV03,mavfev03_P1_charged
MAVFEV04,mavfev04_P1_charged
MAWFEY,mawfey_P1_charged
MAXFIA,maxfia_P1_charged
MAZHIF,mazhif_P1_charged
MEFHUC,mefhuc_P1_charged_H
MEFKIU,mefkiu_P1_charged
MEFKIU01,mefkiu01_P1_charged
MIFGEQ,mifgeq_P1_charged
MIFNUM,mifnum_P1_charged
MIFPUO,mifpuo_P1_charged
MIFQIE,mifqie_P1_charged
MIFQOJ,mifqoj_P1_charged
MIFROK,mifrok_P1_charged
MIFSAX,mifsax_P1_charged
MIFTEC,miftec_P1_charged
MIFTIG,miftig_P1_charged
MIFTUT,miftut_P1_charged
MIFVAB,mifvab_P1_charged
MIFVEE,mifvee_P1_charged
MIHMIC,mihmic_P1_charged
MIRKIK,mirkik_P1_charged
MITSAK,mitsak_P1_charged_H
MITSEO,mitseo_P1_charged
MITSIS,mitsis_P1_charged
MITZOH,mitzoh_P1_charged
MITZUN,mitzun_P1_charged
MIVWAR,mivwar_P1_charged
MIXZOK,mixzok_P1_charged_H
MOBXIN,mobxin_P1_charged
MOFJAV,mofjav_P1_charged_H
MOTVOI,motvoi_P1_charged
MOVGUB,movgub_P1_charged
MOVHEM,movhem_P1_charged
MOVKOZ,movkoz_P1_charged
MOXDIN,moxdin_P1_charged
MOXDIN01,moxdin01_P1_charged
MOXDOT,moxdot_P1_charged
MOXDOT01,moxdot01_P1_charged
MOXPEV,moxpev_P1_charged
MOXPIZ,moxpiz_P1_charged
MOXPOF,moxpof_P1_charged
MOYLAQ,moylaq_P1_charged
MOYTUR,moytur_P1_charged_H
MUBBAP,mubbap_P1_charged
MUBQIJ,mubqij_P1_charged
MUKRIU,mukriu_P1_charged
MUKRIW,mukriw_P1_charged
MUKRIW01,mukriw01_P1_charged
MUKRIW02,mukriw02_P1_charged
MUQYEE,muqyee_P1_charged
MURBEI,murbei_P1_charged
MUSVAA,musvaa_P1_charged
MUSVEE,musvee_P1_charged
MUVLUM,muvlum_P1_charged
MUVROM,muvrom_P1_charged
MUWQEB,muwqeb_P1_charged_H
MUYVIO,muyvio_P1_charged
MUZHUL,muzhul_P1_charged
MUZKEZ,muzkez_P1_charged
MUZMUS,muzmus_P1_charged
MUZRIJ,muzrij_P1_charged
NABCEA,nabcea_P1_charged_H
NACVUI,nacvui_P1_charged
NADNEM,nadnem_P1_charged
NAGKEO,nagkeo_P1_charged
NAHDIM,nahdim_P1_charged
NAHFOU,nahfou_P1_charged
NAJMIV,najmiv_P1_charged_H
NANYUX,nanyux_P1_charged
NANYUX01,nanyux01_P1_charged
NATFAS,natfas_P1_charged
NATHUO,nathuo_P1_charged
NAVBIX,navbix_P1_charged
NAVPAE,navpae_P1_charged
NAVPEI,navpei_P1_charged
NAYKAB,naykab_P1_charged
NEDVOJ,nedvoj_P1_charged
NEHGEP,nehgep_P1_charged
NEHGOZ,nehgoz_P1_charged
NEHGUF,nehguf_P1_charged
NEHHAM,nehham_P1_charged
NEHHUG,nehhug_P1_charged
NEHJAO,nehjao_P1_charged
NEHJES,nehjes_P1_charged
NEHLOC,nehloc_P1_charged
NEHPIC,nehpic_P1_charged
NEKREB,nekreb_P1_charged
NELTUU,neltuu_P1_charged
NELVEG,nelveg_P1_charged
NENLIE,nenlie_P1_charged
NERSUA,nersua_P1_charged
NESVAK,nesvak_P1_charged_H
NETTOY,nettoy_P1_charged
NETTUE,nettue_P1_charged
NETVAM,netvam_P1_charged
NETVEQ,netveq_P1_charged
NEVJOP,nevjop_P1_charged_H
NEVPUA,nevpua_P1_charged
NEVQAH,nevqah_P1_charged
NEYROY,neyroy_P1_charged
NICZAA01,niczaa01_P1_charged
NIFZUZ,nifzuz_P1_charged_H
NIJKEZ,nijkez_P1_charged_H
NIMTAE,nimtae_P1_charged
NINVAI,ninvai_P1_charged
NIQDEZ,niqdez_P1_charged
NIQGUS,niqgus_P1_charged
NIRCEZ,nircez_P1_charged
NIRCID,nircid_P1_charged
NIRCUP,nircup_P1_charged
NISPEL,nispel_P1_charged_H
NIWZIE11,niwzie11_P1_charged
NIWZIE12,niwzie12_P1_charged
NIWZIE13,niwzie13_P1_charged
NIWZIE14,niwzie14_P1_charged
NIWZIE15,niwzie15_P1_charged
NIWZIE16,niwzie16_P1_charged
NIWZIE17,niwzie17_P1_charged
NIXPUG,nixpug_P1_charged
NOMSUG,nomsug_P1_charged_H
NOQLOV,noqlov_P1_charged
NOQLOV01,noqlov01_P1_charged_H
NOWXOP,nowxop_P1_charged
NOWYAC,nowyac_P1_charged
NOYWEG,noyweg_P1_charged
NUCPEI,nucpei_P1_charged
NUDNUW04,nudnuw04_P1_charged
NUDNUW05,nudnuw05_P1_charged
NUDNUW13,nudnuw13_P1_charged
NUDNUW14,nudnuw14_P1_charged
NUDNUW15,nudnuw15_P1_charged
NUDPAE,nudpae_P1_charged
NUDPAE01,nudpae01_P1_charged
NUDPAE02,nudpae02_P1_charged
NUDPAE03,nudpae03_P1_charged
NUDPAE04,nudpae04_P1_charged
NUDPAE05,nudpae05_P1_charged
NUDPAE06,nudpae06_P1_charged
NUDPAE07,nudpae07_P1_charged
NUDPAE08,nudpae08_P1_charged
NUDPAE09,nudpae09_P1_charged
NUDPAE10,nudpae10_P1_charged
NUDPAE11,nudpae11_P1_charged
NUDPAE15,nudpae15_P1_charged
NUDPAE16,nudpae16_P1_charged
NUFBEX,nufbex_P1_charged
NUFBOH,nufboh_P1_charged
NUFCAU,nufcau_P1_charged_H
NUHPAI,nuhpai_P1_charged
NULRUH,nulruh_P1_charged
NUWWIO,nuwwio_P1_charged
OBEDAA,obedaa_P1_charged
OBIBEJ,obibej_P1_charged_H
OBIYAC,obiyac_P1_charged
OBONUO,obonuo_P1_charged
OBUFIB,obufib_P1_charged
OCIHIS,ocihis_P1_charged_H
OCIYUW,ociyuw_P1_charged
OCURIO,ocurio_P1_charged_H
ODAGEI,odagei_P1_charged
ODAHIK,odahik_P1_charged
ODIVUU,odivuu_P1_charged
ODODOC,ododoc_P1_charged
OFOCAQ,ofocaq_P1_charged
OFOCAQ01,ofocaq01_P1_charged
OFONAB,ofonab_P1_charged
OFONEF,ofonef_P1_charged
OFONIJ,ofonij_P1_charged
OFUSAL,ofusal_P1_charged
OFUTUH,ofutuh_P1_charged
OGESOJ,ogesoj_P1_charged_H
OGIYUZ,ogiyuz_P1_charged
OGUJOR,ogujor_P1_charged
OGURAK,ogurak_P1_charged
OGUTOC,ogutoc_P1_charged
OGUZIA,oguzia_P1_charged_H
OHATEY,ohatey_P1_charged
OHETIE,ohetie_P1_charged
OHIDER,ohider_P1_charged
OHIFAP,ohifap_P1_charged
OHIQEE,ohiqee_P1_charged_H
OJEPAW,ojepaw_P1_charged
OJEVIK,ojevik_P1_charged
OJICEQ,ojiceq_P1_charged
OJICUG,ojicug_P1_charged
OKELOH,okeloh_P1_charged
OKIJUO,okijuo_P1_charged
OKIKAV,okikav_P1_charged
OKIKEZ,okikez_P1_charged
OKITIM,okitim_P1_charged
OKITIM01,okitim01_P1_charged
OKITIM02,okitim02_P1_charged
OKIVAG,okivag_P1_charged
OKIVAG01,okivag01_P1_charged
OKIVIO,okivio_P1_charged
OKIVIO01,okivio01_P1_charged
OKIVIO02,okivio02_P1_charged
OKIWEL,okiwel_P1_charged
OKIWEL01,okiwel01_P1_charged
OKIWEL02,okiwel02_P1_charged
OKIXIQ,okixiq_P1_charged
OKIXIQ01,okixiq01_P1_charged
OKIYAJ,okiyaj_P1_charged
OKIYAJ01,okiyaj01_P1_charged
OKIYIR,okiyir_P1_charged
OKIYIR02,okiyir02_P1_charged
OKIYIR03,okiyir03_P1_charged
OKUJUB,okujub_P1_charged
OKUKAI,okukai_P1_charged
OKUKOW,okukow_P1_charged
OLICET,olicet_P1_charged
OMEJIB,omejib_P1_charged
OMICOD,omicod_P1_charged
OMIPEH,omipeh_P1_charged
OMITUB,omitub_P1_charged
OMOFED,omofed_P1_charged
OMORUE,omorue_P1_charged_H
OMOVIX,omovix_P1_charged
OMOVUJ,omovuj_P1_charged
OMUKUE,omukue_P1_charged
ONUQOE,onuqoe_P1_charged
OPEGUM,opegum_P1_charged
OQIQUB01,oqiqub01_P1_charged_H
OQUCOU,oqucou_P1_charged_H
OQUCUA,oqucua_P1_charged_H
OQUZIL,oquzil_P1_charged_H
ORAGOF,oragof_P1_charged
OREZES,orezes_P1_charged
ORUKET,oruket_P1_charged
OSILOS,osilos_P1_charged
OSIVIX,osivix_P1_charged
OSOMEP,osomep_P1_charged
OSUGUG,osugug_P1_charged
OTALUS,otalus_P1_charged
OTENEH,oteneh_P1_charged
OTIJAE,otijae_P1_charged
OTODOS,otodos_P1_charged
OWITAQ,owitaq_P1_charged
OWITEU,owiteu_P1_charged
OWITIY,owitiy_P1_charged
OWITOE,owitoe_P1_charged
OWITUK,owituk_P1_charged
OWIVAS,owivas_P1_charged
OWIVEW,owivew_P1_charged
OWUGAP,owugap_P1_charged
OXALEF,oxalef_P1_charged_H
OXALIJ,oxalij_P1_charged
OXEVOE,oxevoe_P1_charged
OXUNEB,oxuneb_P1_charged_H
OYERER,oyerer_P1_charged
OYERIV,oyeriv_P1_charged_H
OZEMIQ,ozemiq_P1_charged_H
OZEMOW,ozemow_P1_charged_H
OZOGAN,ozogan_P1_charged
PACGIM,pacgim_P1_charged
PADBAZ,padbaz_P1_charged_H
PADKIP26,padkip26_P1_charged
PADKIP27,padkip27_P1_charged
PADKIP28,padkip28_P1_charged
PADKIP29,padkip29_P1_charged
PADKIP30,padkip30_P1_charged
PADKIP31,padkip31_P1_charged
PADKIP32,padkip32_P1_charged
PAHPOG,pahpog_P1_charged
PAPKAV,papkav_P1_charged
PAPNUR,papnur_P1_charged_H
PAQFIY,paqfiy_P1_charged
PAQTIM01,paqtim01_P1_charged
PAQTOS01,paqtos01_P1_charged
PAQVIO,paqvio_P1_charged
PAQVOU,paqvou_P1_charged
PASNAB,pasnab_P1_charged
PAVKIH,pavkih_P1_charged
PAVLII,pavlii_P1_charged_H
PAVLUU,pavluu_P1_charged
PAVNEI,pavnei_P1_charged_H
PAWXIX,pawxix_P1_charged
PEDKUF,pedkuf_P1_charged
PEDLAM,pedlam_P1_charged
PEFHEO,pefheo_P1_charged
PEHNOI,pehnoi_P1_charged
PEHQID,pehqid_P1_charged
PEHSED01,pehsed01_P1_charged
PEJFUG,pejfug_P1_charged_H
PEJMUN,pejmun_P1_charged
PEJNOJ,pejnoj_P1_charged
PEJNUP,pejnup_P1_charged
PEJPOL,pejpol_P1_charged
PEMGAR,pemgar_P1_charged
PEMGIZ,pemgiz_P1_charged
PENBAO,penbao_P1_charged
PESSAK,pessak_P1_charged
PESSAK01,pessak01_P1_charged
PESTAL,pestal_P1_charged
PEWXUL01,pewxul01_P1_charged
PEYSIW,peysiw_P1_charged
PEYVOG,peyvog_P1_charged_H
PEZNUG01,peznug01_P1_charged
PEZPAO01,pezpao01_P1_charged
PIBXOP,pibxop_P1_charged
PIBXUV,pibxuv_P1_charged
PIGHIX,pighix_P1_charged
PIGXAF,pigxaf_P1_charged_H
PIJJEZ,pijjez_P1_charged
PIKCUK,pikcuk_P1_charged_H
PIPKOR,pipkor_P1_charged
PIPKUX,pipkux_P1_charged
PIQMUZ,piqmuz_P1_charged_H
PIRQOZ,pirqoz_P1_charged
PIZJAJ,pizjaj_P1_charged
PIZJEN,pizjen_P1_charged
POBNEA,pobnea_P1_charged_H
POGCOF,pogcof_P1_charged
POGDAS,pogdas_P1_charged_H
POJNEI,pojnei_P1_charged_H
POJNIM,pojnim_P1_charged
POMMAH,pommah_P1_charged
PONRUI,ponrui_P1_charged
POPPAO,poppao_P1_charged
POQDIJ,poqdij_P1_charged
PORVID,porvid_P1_charged
POWTAZ,powtaz_P1_charged
POXBAH,poxbah_P1_charged
POZHUI,pozhui_P1_charged
PUFQOY,pufqoy_P1_charged
PUFQUE,pufque_P1_charged
PUFRIR,pufrir_P1_charged_H
PUFRIT,pufrit_P1_charged
PUGSIV,pugsiv_P1_charged
PUGSUH,pugsuh_P1_charged
PUMDIM,pumdim_P1_charged_H
PUNSIB,punsib_P1_charged
PUNSUN,punsun_P1_charged
PUSXIL,pusxil_P1_charged
PUSXIL01,pusxil01_P1_charged
PUTYAE,putyae_P1_charged
PUTYEI,putyei_P1_charged
PUWDEQ,puwdeq_P1_charged
QADWEA,qadwea_P1_charged
QADWIE,qadwie_P1_charged
QADWOK,qadwok_P1_charged
QADWUQ,qadwuq_P1_charged
QADXAX,qadxax_P1_charged
QAHPEX07,qahpex07_P1_charged
QALHIX,qalhix_P1_charged
QAPQEE,qapqee_P1_charged
QAPWAG,qapwag_P1_charged
QATVUE,qatvue_P1_charged
QATXIU,qatxiu_P1_charged
QAYTEP,qaytep_P1_charged
QECHOY,qechoy_P1_charged_H
QEGGUE,qeggue_P1_charged
QEKCUH,qekcuh_P1_charged
QIBTAW,qibtaw_P1_charged_H
QIBTEA,qibtea_P1_charged
QIHLEB,qihleb_P1_charged
QIHLIF,qihlif_P1_charged
QIMFAW,qimfaw_P1_charged
QIMFEA,qimfea_P1_charged
QITSAQ,qitsaq_P1_charged
QIVGAG,qivgag_P1_charged
QIWBOQ,qiwboq_P1_charged
QIXSOG,qixsog_P1_charged_H
QIXSOG01,qixsog01_P1_charged_H
QIZLIW,qizliw_P1_charged_H
QIZLOC,qizloc_P1_charged
QOBGEV,qobgev_P1_charged
QOBXUD,qobxud_P1_charged
QOMGEG,qomgeg_P1_charged
QOMGIK,qomgik_P1_charged
QOMGOQ,qomgoq_P1_charged
QOPCII,qopcii_P1_charged_H
QOSLES,qosles_P1_charged
QOTBOT,qotbot_P1_charged
QOTKOC,qotkoc_P1_charged
QOTKOC01,qotkoc01_P1_charged
QOTKOC02,qotkoc02_P1_charged
QOTKOC03,qotkoc03_P1_charged
QOTKOC04,qotkoc04_P1_charged
QOTLOD,qotlod_P1_charged
QOTLOD01,qotlod01_P1_charged
QOTLOD02,qotlod02_P1_charged
QOTLOD03,qotlod03_P1_charged
QOTLOD04,qotlod04_P1_charged
QOTLOD05,qotlod05_P1_charged
QOZFUG,qozfug_P1_charged_H
QUBZAP,qubzap_P1_charged_H
QUFKIN,qufkin_P1_charged
QUJKUD,qujkud_P1_charged
QUJLAK02,qujlak02_P1_charged
QULWAY,qulway_P1_charged
QULWEC,qulwec_P1_charged
QULWIG,qulwig_P1_charged
QUMBEI,qumbei_P1_charged
QUQPIC,quqpic_P1_charged
QUQPOI,quqpoi_P1_charged
QUQPUO,quqpuo_P1_charged
QUQWOQ,quqwoq_P1_charged
QUQWUW,quqwuw_P1_charged
QUSFEP,qusfep_P1_charged_H
QUSJAS,qusjas_P1_charged
QUSJIA,qusjia_P1_charged
QUSSOO,qussoo_P1_charged_H
RAGMOE,ragmoe_P1_charged
RAMJOH,ramjoh_P1_charged_H
RANTOS,rantos_P1_charged
RAPFOG,rapfog_P1_charged
RAXCAW,raxcaw_P1_charged
RAXCEA,raxcea_P1_charged
REBSID,rebsid_P1_charged
REBSOJ,rebsoj_P1_charged
REBSUP,rebsup_P1_charged
REBYIJ,rebyij_P1_charged
REGYOT,regyot_P1_charged
REHJEV,rehjev_P1_charged
REHJIZ,rehjiz_P1_charged
REJPED,rejped_P1_charged
RENHAW,renhaw_P1_charged
RERVIW,rerviw_P1_charged
RERVOC,rervoc_P1_charged
RESMEJ,resmej_P1_charged_H
RETDOM,retdom_P1_charged
REWSUJ,rewsuj_P1_charged
REZBEG,rezbeg_P1_charged
REZBEG01,rezbeg01_P1_charged
REZXEA,rezxea_P1_charged_H
REZXIE,rezxie_P1_charged_H
REZXIE01,rezxie01_P1_charged_H
RIDCEN,ridcen_P1_charged_H
RIFLUP,riflup_P1_charged
RIFMOK,rifmok_P1_charged
RIFYAI,rifyai_P1_charged_H
RIFZEO,rifzeo_P1_charged
RIGTIL,rigtil_P1_charged
RILJOO,riljoo_P1_charged_H
RINPEJ,rinpej_P1_charged
RINTOA,rintoa_P1_charged
RIPRIT,riprit_P1_charged
RIPROZ,riproz_P1_charged
RIPRUF,ripruf_P1_charged
RIPSAM,ripsam_P1_charged
RIVDEF,rivdef_P1_charged
RIWNAO,riwnao_P1_charged
ROBWAH,robwah_P1_charged
ROKRER,rokrer_P1_charged
ROKROB,rokrob_P1_charged_H
ROKRUH,rokruh_P1_charged_H
ROKSAO,roksao_P1_charged_H
ROLKIP,rolkip_P1_charged
ROLRES,rolres_P1_charged
ROLZEZ,rolzez_P1_charged
RONSUK01,ronsuk01_P1_charged
RONYUR,ronyur_P1_charged_H
RONZAY,ronzay_P1_charged_H
ROPLEQ,ropleq_P1_charged
ROSZIL,roszil_P1_charged
ROSZOR,roszor_P1_charged
RUFTET,ruftet_P1_charged
RUGKEL,rugkel_P1_charged
RUGXIC,rugxic_P1_charged
RUGXUO,rugxuo_P1_charged
RUMRUO,rumruo_P1_charged
RUPVAB,rupvab_P1_charged
RUTBIU,rutbiu_P1_charged_H
RUYKAZ,ruykaz_P1_charged_H
SADLIT,sadlit_P1_charged
SAGZUW,sagzuw_P1_charged
SAHNIZ,sahniz_P1_charged_H
SAHYAD01,sahyad01_P1_charged
SAHYAD02,sahyad02_P1_charged
SAHYAD03,sahyad03_P1_charged
SALLAT,sallat_P1_charged
SALRON,salron_P1_charged
SALZAH,salzah_P1_charged
SANLOK,sanlok_P1_charged
SANLUQ,sanluq_P1_charged
SANMEB,sanmeb_P1_charged
SAPBAP,sapbap_P1_charged
SAPBIW,sapbiw_P1_charged
SAPRAF,sapraf_P1_charged
SATBIA,satbia_P1_charged
SATNOR02,satnor02_P1_charged
SEFSEC,sefsec_P1_charged
SEJTIN,sejtin_P1_charged
SEMFEX,semfex_P1_charged
SEMFIB,semfib_P1_charged
SEMFOH,semfoh_P1_charged
SETDOM,setdom_P1_charged
SETXIA,setxia_P1_charged_H
SEYNAM,seynam_P1_charged
SEYQIW,seyqiw_P1_charged_H
SIDCAL,sidcal_P1_charged
SIDXUB,sidxub_P1_charged
SIDZUD,sidzud_P1_charged
SIJCUM,sijcum_P1_charged
SIJDUM,sijdum_P1_charged
SIKGEA,sikgea_P1_charged
SIKHUQ,sikhuq_P1_charged
SINTIV,sintiv_P1_charged_H
SINWAQ,sinwaq_P1_charged
SINWEU,sinweu_P1_charged
SIRBIG07,sirbig07_P1_charged
SIWPUL08,siwpul08_P1_charged
SIWPUL09,siwpul09_P1_charged
SIWPUL10,siwpul10_P1_charged
SIWZOP03,siwzop03_P1_charged
SIYFEO,siyfeo_P1_charged
SOCPEI,socpei_P1_charged
SOCPOQ,socpoq_P1_charged
SODRUB,sodrub_P1_charged_H
SOGWIV,sogwiv_P1_charged
SOJKOT04,sojkot04_P1_charged
SOJTOC,sojtoc_P1_charged_H
SOLMUD,solmud_P1_charged
SOMFIK,somfik_P1_charged
SOMPOC,sompoc_P1_charged
SOMVOI,somvoi_P1_charged
SOTTUR,sottur_P1_charged_H
SOTXIK,sotxik_P1_charged
SOXPED,soxped_P1_charged
SUBMIN,submin_P1_charged
SUFROA,sufroa_P1_charged
SUKNOC,suknoc_P1_charged
SUKNUI,suknui_P1_charged
SUKPAQ,sukpaq_P1_charged
SUPCIS,supcis_P1_charged
SUPGIW,supgiw_P1_charged_H
SUQHUJ,suqhuj_P1_charged_H
SURWAG,surwag_P1_charged_H
TACWOM,tacwom_P1_charged
TACWUS,tacwus_P1_charged
TAGTIH,tagtih_P1_charged_H
TALJUM,taljum_P1_charged_H
TAMHUM,tamhum_P1_charged
TAMJAU,tamjau_P1_charged
TAMJEY,tamjey_P1_charged
TAMZUE,tamzue_P1_charged
TANBAN,tanban_P1_charged
TANBER,tanber_P1_charged
TANBIV,tanbiv_P1_charged
TAPHOJ,taphoj_P1_charged
TARCUN,tarcun_P1_charged
TASJUT,tasjut_P1_charged
TASYUJ,tasyuj_P1_charged_H
TASZAQ,taszaq_P1_charged_H
TASZEU,taszeu_P1_charged
TATYUL,tatyul_P1_charged
TAWYUO,tawyuo_P1_charged
TAXLIQ01,taxliq01_P1_charged
TEXWOL,texwol_P1_charged
TEYBOQ,teyboq_P1_charged
TEYBUW,teybuw_P1_charged
TEYCAD,teycad_P1_charged
TEYHIP,teyhip_P1_charged
TEYMES,teymes_P1_charged
TEYMOC,teymoc_P1_charged
TIDLEZ,tidlez_P1_charged
TIFHAT,tifhat_P1_charged_H
TIFHEX,tifhex_P1_charged_H
TIGSOT,tigsot_P1_charged
TIHROU,tihrou_P1_charged
TIHRUA,tihrua_P1_charged
TIKXAN,tikxan_P1_charged
TILHAY,tilhay_P1_charged
TILHEC,tilhec_P1_charged
TINFED,tinfed_P1_charged
TITBUV,titbuv_P1_charged
TIVXOM,tivxom_P1_charged
TIZVED,tizved_P1_charged
TIZVED01,tizved01_P1_charged
TIZVIH,tizvih_P1_charged
TIZVIH01,tizvih01_P1_charged
TOBPEG,tobpeg_P1_charged
TOCXUH,tocxuh_P1_charged
TOFWAO,tofwao_P1_charged
TOHYOF,tohyof_P1_charged
TOMBAB,tombab_P1_charged
TONBUU,tonbuu_P1_charged
TONKEN,tonken_P1_charged
TUPZOW,tupzow_P1_charged
TURDIV,turdiv_P1_charged
TURDOB,turdob_P1_charged
TURDUH,turduh_P1_charged
TURFAP,turfap_P1_charged
TUSGOD,tusgod_P1_charged
TUSGUJ,tusguj_P1_charged
TUWFUP,tuwfup_P1_charged
UCABAE,ucabae_P1_charged
UCUHIM,ucuhim_P1_charged
UDIHOF,udihof_P1_charged
UDIWOW,udiwow_P1_charged
UFANEV,ufanev_P1_charged
UFOQUE,ufoque_P1_charged
UFUROF,ufurof_P1_charged
UGOSOY,ugosoy_P1_charged_H
UGUQOC,uguqoc_P1_charged
UHOYUO,uhoyuo_P1_charged
UJUQIB,ujuqib_P1_charged
UKEXEP,ukexep_P1_charged
UKOZOK,ukozok_P1_charged_H
ULAPUU,ulapuu_P1_charged
ULAQAB,ulaqab_P1_charged_H
ULAQEF,ulaqef_P1_charged_H
UMIGAA,umigaa_P1_charged_H
UNINEM,uninem_P1_charged
UNINIQ,uniniq_P1_charged
UNINOW,uninow_P1_charged
UNINUC,uninuc_P1_charged
UNINUC01,uninuc01_P1_charged
UNIPAK,unipak_P1_charged
UNIPOY,unipoy_P1_charged
UNIPUE,unipue_P1_charged
UNUNEY,ununey_P1_charged
